,Tweet,Hashtag
314,"📣UB History Students: The Spring 2022 Scholarship Competition is open! The Dept. has a wide variety of scholarships and prizes to award, deadline April 15th!* More info on qualifications and application form: https://t.co/1EXqbbySO0 #Ubuffalo
*Paper prize deadline May 1st https://t.co/nZb3Cio3MA",ubuffalo
315,"Mark your calendars, #UBuffalo, Alumni Week is less than 3 months away! Stay tuned for a full schedule of events! https://t.co/LqA1wT7pXI",ubuffalo
316,Tackling health inequities from all sides 🤝 A new partnership between two #UBuffalo health centers is working to change health outcomes in #Buffalo neighborhoods. Learn more ▶️ https://t.co/jZu6QsNh7C https://t.co/6lxwVarhrt,ubuffalo buffalo
317,"Next up in our alumni spotlight is Joe Ramos, MSAT, ATC UB MSAT class of 2020! Joe is an Assistant AT for the sports medicine staff at Florida Atlantic University. His primary patient care is for Men’s Basketball and Men’s Golf. #UBSPHHP #UBuffalo #UBAlumni #NATM2022 https://t.co/WiM4iCrIK2",ubsphhp ubuffalo ubalumni natm2022
318,"Do you know an outstanding nurse? Nominate them for our Patricia H. Garman Award for Excellence and Service in Nursing and our Distinguished Preceptor Award!🏆⭐

Nominations are due this Friday. #UBuffalo

https://t.co/ZZWw3fQf6z",ubuffalo
319,"#UBuffalo SON alumni: We want to hear from you! Share your latest career accomplishments to be featured as a class note on our website and in our magazine.

https://t.co/B0KuOOFady https://t.co/JoYEE77u55",ubuffalo
320,"Spirit Squads assembled and ready to cheer on @ubwomenshoops to a @macsports basketball tournament championship!! 

#UBhornsUP #UBuffalo https://t.co/5OLFf7G6DS",ubhornsup ubuffalo
321,Another reason to be tuned into this exciting game #UBuffalo! 🔥🔥🔥 https://t.co/axQI0haXbt,ubuffalo
322,"Join us on April 1st at 3 PM in person or online for Dr. Jay Smith's talk, ""The Amateurism Myth and the Impossibility of College Sports Reform."" Registration: https://t.co/hWRgwnzNbT #UBuffalo @UNC https://t.co/L8BQtIgO8T",ubuffalo
323,"Our @Jacobs_Med_UB  student reviewers @AlyssaReese98 and Nicole Favre weigh in here! Check out this #otolaryngology newsletter:
#otomatch2023
#womeninoto #ubuffalo https://t.co/1Qri3ruUUh",otolaryngology otomatch2023 womeninoto ubuffalo
324,#UBuffalo's virtual events for accepted students start this Saturday! Browse our events and register now via your Applicant Status Page or the Accepted Student Events tab on https://t.co/J0EkLzjaDg. https://t.co/hFcLv4NBHN,ubuffalo
325,"Check out this great shot of One World Café, #UBuffalo's just-opened international eatery and gathering space. See it in person when you come visit campus. Special tour dates are available for accepted students on April 10, 14 &amp; 23. Register now: https://t.co/tl5fxcSxHX https://t.co/9QjJHWoKlV",ubuffalo
326,Full of #UBTrueBlue pride for our MAC Champions! ##UBuffalo #UBhornsUP https://t.co/5L26rxNi04,ubtrueblue ubuffalo ubhornsup
327,#UBuffalo President Satish K. Tripathi: Congratulations to our @UBWomenshoops team! Incredible @MACSports championship game! Looking forward to cheering on the team in the @MarchMadnessWBB tournament! Go Bulls!! #UBDancing #UBhornsUP,ubuffalo ubdancing ubhornsup
328,"Join us at 1 p.m. March 9 on Zoom for the second of three seminars this spring focused on diversity, equity and inclusion in business education throughout @SUNY.

Free to attend! For more information and to register, visit https://t.co/dNdCQzxG5R.

#UBMgt #UBuffalo https://t.co/Nbyw07lHFD",ubmgt ubuffalo
329,"So proud! Such an incredi-bull performance by @UBwomenshoops! 

#ubuffalo #UBhornsUp #UBDancing https://t.co/I113vMEaIM",ubuffalo ubhornsup ubdancing
330,Go #UBuffalo! https://t.co/ZT0sft5dOm,ubuffalo
331,"DYK the history of #UBTrueBlue? 💙 Long before it became a rallying cry for the #UBuffalo community, it all started with two friends and a whole lot of pride! 🤘🏿🤘🏻🤘🏽 https://t.co/Zp7XKpFAJA",ubtrueblue ubuffalo
332,Break out your dancing shoes!  Your #UBuffalo Bulls are 2022 MAC Tournament Champions and going #UBDancing!! 🎉 🥳 🎉 Let’s get those #UBhornsUP and that #UBTrueBlue energy flowing! 🤘🏽🤘🏽🤘🏽 https://t.co/lHZ9x2gWHg,ubuffalo ubdancing ubhornsup ubtrueblue
333,"The #UBuffalo CTSI Annual Forum is one week away! Learn more about the speakers, and register now to watch live via Zoom from 12:30 to 4:45 p.m. on March 16. - https://t.co/3mJUxbO8DU https://t.co/UGQe6yQtic",ubuffalo
334,"Interested in learning more about the underlying causes, strategies and policies to reduce health inequities? Register for the #UBuffalo CTSI Health Inequities Workshop, running online via Zoom from 3-4:30 p.m. on March 10, 17, and 31, and April 7 and 14: https://t.co/pZRMhKcou2 https://t.co/0VzCOOAQxx",ubuffalo
335,"In the March/April Buffalo Research News: A #UBuffalo researcher has an important message for anyone who is pregnant or trying to conceive: “The COVID-19 pandemic is not over. If you have waited to get the vaccine thus far, the time is now.” - https://t.co/d91wWaGrYk https://t.co/qHC0U3z5FB",ubuffalo
336,"Participate in “Research 101,” a discussion on the importance of research in the Black community featuring a presentation by #UBuffalo CTSI Community Engagement Specialist Rosaura Romero and a Q&amp;A period, tonight at 7 p.m. on Facebook live. 

https://t.co/Fof5LIPQu2 https://t.co/wkLFfvkMxs",ubuffalo
337,"“At every point during the pandemic, our societal structures churned out brand new health and social inequities.”

Read more from our interview with Philip M. Alberti, PhD, keynote speaker at the #UBuffalo CTSI Annual Forum on Wednesday, March 16.

https://t.co/nuI5NoffoQ https://t.co/j9xCFspfub",ubuffalo
338,"#UBuffalo @UBuffaloCTSI is hosting the Health Inequities Workshop Series.

The workshop is every Thursday beginning this Thursday, March 10th - Thursday, April 24th, 2022.

The series is FREE OF CHARGE. Learners can also earn a certificate of completion upon viewing all workshops https://t.co/jA753bnrcu",ubuffalo
339,"Beautiful shot of our @UBwomenshoops celebrating their W‼️ yet another CONGRATULATIONS 💙🤘

#UBTrueBlue #UBuffalo @UBuffalo @UBAthletics https://t.co/yOcOzhwSVM",ubtrueblue ubuffalo
340,"On #InternationalWomensDay, we celebrate Dr. Kate Pellham Newcomb, M.D., #UBuffalo class of 1917.

She was a popular physician in Northern Wisconsin who provided health care where few medical services were available.

➡️ https://t.co/82vLv27pMK https://t.co/LoSopdBlkz",internationalwomensday ubuffalo
341,"From May 4, 1973 - #Niagara vs. #Buffalo at Peelle Field on the #UBuffalo south campus. ⚾️🦬 

➡️ https://t.co/pSOL38oZwY https://t.co/6THdpTUZtN",niagara buffalo ubuffalo
342,"“I'm a BULL-iever” button from our #UBuffalo Marching Band digital collection. Best of luck to @UBwomenshoops today! 🏀🦬

➡️ https://t.co/v2kL9Fesea

#UBhornsUP https://t.co/9ka2uD7Wod",ubuffalo ubhornsup
343,"Incredi-Bull Game #UBuffalo!

Incredi-bull job @UBwomenshoops and @UBCoachJack 🤘🏼🔥 https://t.co/wHH0xDPFtZ",ubuffalo
344,Feeling all the MACtion today! Ready to cheer on our Bulls at the Championship! 🤘🏼💙 #UBhornsUP #UBuffalo https://t.co/DWgDx0l75g,ubhornsup ubuffalo
345,"🙌🏻🤘🏽

#UBuffalo https://t.co/EwQ2ANA7nh",ubuffalo
346,"Excited to share the latest video my team brewed up featuring the co-founder of @bigditchbrewing! 🍻💙 #UBuffalo #UBTrueBlue

Watch (and subscribe if you don’t want to miss and episode) https://t.co/bAWJ1IAhHY",ubuffalo ubtrueblue
347,"This #UBuffalo grad took a leaf of faith into her passion for plants, and in doing so she's healing other people's pain. Watch how. 👉 https://t.co/a1FfgQgcjR https://t.co/QpDKBU5uwY",ubuffalo
348,"Lets Go #UBuffalo! @UBwomenshoops is on 🔥🔥🔥

#UBhornsUP! https://t.co/pA4CMTC7Vj",ubuffalo ubhornsup
349,"Join #UBGSE this Tues. for ""The Reality of Researching Race in Your Dissertation: Strategies for Success and Keeping Your Sanity"" with @RamonGoings.

Register: https://t.co/hDWhtIlxGS.

#UBuffalo @DrLaGarrettKing https://t.co/C5qHry9tZd",ubgse ubuffalo
350,"If you know a #UBuffalo grad with a fast-growing business, don't forget to nominate them for the Fast 46 competition! Nominations close Thursday 3/18. https://t.co/b4nmKknVuk https://t.co/TlZkrO2vp0",ubuffalo
351,"#UBuffalo engineers develop new method – inspired by kid’s pop-up books – for making 3D artificial tissue. Could help improve experimental drug testing, artificial organs &amp; more: https://t.co/4GjnUMlZ1r https://t.co/ETq0tM0LoD",ubuffalo
352,Let’s go Bulls!! Excited to cheer on our @UBwomenshoops team against Tennessee in the @MarchMadnessWBB tourney! #UBDancing #UBuffalo https://t.co/aNv04rNkbE,ubdancing ubuffalo
353,"At the half, the #UBuffalo Women lead 33-18. The Bulls are playing a smothering defense! https://t.co/dUg3E7dJyA",ubuffalo
354,Tremendous win for the #UBuffalo Women! https://t.co/wvqND991td,ubuffalo
355,"The #UBuffalo Men fall just short in a very competitive, back-and-forth game. https://t.co/8vg0yoTI7R",ubuffalo
356,The #UBuffalo Women WIN! Dyaisha Fair is the Michael Jordan of Women’s basketball. 🤘 https://t.co/PfsLozB8BS,ubuffalo
357,#UBuffalo #UBalumni #AlwaysABull 🏀 https://t.co/mqOeOKGyVK,ubuffalo ubalumni alwaysabull
358,Tremendously exciting game! Turn it on NOW #UBuffalo and #UBalumni! 🦬🏀💙🤘 https://t.co/YEYJpZPgbI,ubuffalo ubalumni
359,#UBuffalo #UBalumni https://t.co/H4Gej1Ehx7,ubuffalo ubalumni
360,THE #UBUFFALO WOMEN ARE MAC CHAMPIONS! https://t.co/y213ldU4gU,ubuffalo
361,"History doesn't repeat itself, but it does rhyme! #UBuffalo #UBalumni https://t.co/L1UELvtwd1",ubuffalo ubalumni
362,Waking up MAC Champions! #UBuffalo #UBalumni https://t.co/EyvYFDxiEZ,ubuffalo ubalumni
363,Smiling because we love our dentists! Who is your favorite #UBuffalo dentist? Share it in the comments! #NationalDentistDay https://t.co/IhqvvwfPPH,ubuffalo nationaldentistday
364,"Nothing on TV tonight? Don't worry, we've got you covered with the first two episodes of True Blue! 💙 #UBuffalo #UBTrueBlue 1/4 https://t.co/q8V9Zl3ffJ",ubuffalo ubtrueblue
365,"GO BULLS!📣 Can't wait for the game tomorrow! All the #UBalumni are rooting for you! 
#UBuffalo 
#UBhornsUP 🤘
#ClevelandIsTheReason https://t.co/gRb8hX0byI",ubalumni ubuffalo ubhornsup clevelandisthereason
366,Practical training for passionate students! ⚖️ 💙 Read how this #UBuffalo grad and his wife are transforming programs at @UBSchoolofLaw. https://t.co/YFyqE8QOfJ https://t.co/JbsgUZA93j,ubuffalo
367,"So ready for the game today! Just the start for this talented team. 🙌 GO BULLS!!!
#UBuffalo #UBhornsUP 🤘💙 https://t.co/IydV4gQCHS",ubuffalo ubhornsup
368,"WOW!!! 😲 Dominant win from @UBwomenshoops. 💪Excited for the semifinal game Friday afternoon. The team will face Akron. GO BULLS! 
#UBuffalo #UBhornsUP 🤘
#MACtion https://t.co/qDksmqA7xf",ubuffalo ubhornsup maction
369,"Good luck to our Men's team today as they take on Akron in their first game of the tournament! GO BULLS!!! 🙌🏀
#UBuffalo 🦬
#UBhornsUP 🤘 https://t.co/CZ8mTy4l7Q",ubuffalo ubhornsup
370,"Not the result we hoped for but a great game and a great season from @UBmenshoops. 👏The future looks bright for this team!🙏 Can't wait until next season. Go Bulls! 🏀💙 
#UBuffalo #UBhornsUP 🤘
#ForeverABull https://t.co/1uK77mN130",ubuffalo ubhornsup foreverabull
371,"Semifinals day for @UBwomenshoops!📣 Ready for another big win this afternoon 💪. GO BULLS!!! 🦬🤘
#UBuffalo #UBhornsUP
#MACtion https://t.co/6lSWyHtYl6",ubuffalo ubhornsup maction
372,"FINALS BOUND!!! 📣👏All of @UBwomenshoops's hard work is paying off. Can't wait for the game! GO BULLS!!!🦬💙 It will be shown on CBS Sports Network at 11:00am EST.
#UBuffalo #UBhornsUP
#UBalumni #MACtion https://t.co/vwmI0BZjzi",ubuffalo ubhornsup ubalumni maction
373,"The team looks ready for a big championship win today! Game time is 11:00am on CBS Sports Network. GO BULLS!!! 📣💪🤘
#UBuffalo #UBhornsUP
#MACtion https://t.co/QF6qxNnYhA",ubuffalo ubhornsup maction
374,"Go Bulls!!! Love seeing #UBalumni cheering for our teams! #UBuffalo #UBhornsUP 🤘💙🙏
#ForeverABull https://t.co/nGeve0TBQU",ubalumni ubuffalo ubhornsup foreverabull
375,"🏀MAC CHAMPIONS!!!🏀😤 Such an exciting game and now onto the NCAA tournament! Congratulations @UBwomenshoops and @UBCoachJack! 👏 All #UBalumni are proud of all of you! GO BULLS!!! 💙
#UBuffalo #UBhornsUP 🤘 https://t.co/piEnfCJDGV",ubalumni ubuffalo ubhornsup
376,"Last week, UB students participating in the NYC Program in Finance and Law visited the 7 World Trade Center to attend a talk from Robert Gutowski (JD ’99), General Counsel at MSCI Inc., on compliance and the role of a general counsel at a capital investment firm.  #UBuffalo https://t.co/kHEgAT4up1",ubuffalo
377,This #UBuffalo grad from @SMFOfficialy has some quick strategic tips to be most successful in your career. Watch the full video to see what those are! https://t.co/dxZt6KphfU https://t.co/KmzkLcbSpG,ubuffalo
378,"AMSTS MAC Computer Rankings for Week 2:
78) #GoRockets
109) #OhioBobcats #OhioUniversity
115) #KentState
116) #GoZips
132) #UBuffalo
256) #BallState
260) #Redhawks
265) #BowlingGreen
287) #NIU
294) #EMU
309) #CentralMichigan
331) #WMU
 https://t.co/7e7zHIzn18",gorockets ohiobobcats ohiouniversity kentstate gozips ubuffalo ballstate redhawks bowlinggreen niu emu centralmichigan wmu
379,"Registration is open for #UBuffalo SON's 9th Annual Research Day and 25th Annual Bonnie Bullough Lecture!

Shannon Zenk, PhD, MPH, RN, FAAN, @NINR director, will speak about improving health and eliminating health inequities through nursing science.

https://t.co/VoKERHeL79 https://t.co/DwmkLivRbf",ubuffalo
380,"Curious what it's like to be in a nursing PhD program? Here's a day in the life of current student PhD nursing Leann Balcerzak! #UBuffalo

https://t.co/ofoO5fyiYE",ubuffalo
381,"Why pursue a DNP? Hone your skills in an area that you are passionate about! #UBuffalo

https://t.co/OEMIfFADjT https://t.co/k7aPlD2jzg",ubuffalo
382,@Tom_Symonds @UBAthletics @Alnutt41 @UB_ETGross Welcome to #UBuffalo!,ubuffalo
383,"Calling All Poets!
The University Libraries invite #UBuffalo students to participate in our annual poetry competitions for undergraduate and graduate students. #poetry 
Entries are due by Friday, April 1 @5pm
Learn more at
https://t.co/sWwasVRPfQ https://t.co/pmE1ybfDuO",ubuffalo poetry
384,"Join Ron Hamilton, BS/MBA ’94, as he shares his insights on diversity, equity and inclusion—and how you can lead by serving and gain by giving.

6 p.m. Eastern, March 9 on Zoom. Register: https://t.co/dyJR0P7wsZ

#UBMgt #UBMBA #UBuffalo https://t.co/JDqvQ8J5my",ubmgt ubmba ubuffalo
385,"Level up your skills! ⬆️ 

Our growing selection of non-degree programs will help you improve your managerial skills and develop competencies in such areas as data analytics, project management, social media and supply chains: https://t.co/Is7gTQigcR

#UBMgt #UBuffalo",ubmgt ubuffalo
386,"Health information exchanges tend to divide the physician community into ‘technology-haves and have-nots,’ according to the researchers behind a new #UBMgt study. 

Read more: https://t.co/kZDSitrsKB

#UBuffalo #HealthCare",ubmgt ubuffalo healthcare
